cycle,constant_current_time,constant_voltage_time,avg_temp_charge,DVD,Capacity,avg_temp_discharge,TIEVD,TVE
1,3180.188,7624.5779999999995,25.545536174167466,1.8955043948058528,1.8550045207910817,31.773285281389256,1917.375,1.0930677312410286
2,3178.187999999994,7628.203000000009,25.446466159720142,1.9878920065017036,1.8431955317089987,31.92489159472864,1970.0939999999998,1.1692359600338513
3,3154.437,7651.516,24.873840724794903,1.971263659901319,1.8396018424355425,31.31691283374216,1983.0,1.1661802664632452
4,3129.266,7677.3279999999995,25.184745587136256,1.9700954145564742,1.8306736044962053,30.821190751176527,1976.6399999999999,1.1440795480052173
5,3178.094,7626.749999999999,26.83090280704791,2.0036374668324157,1.8327002069419656,31.95346971511436,2027.875,1.1929953746518367
6,3163.797000000006,7642.437999999995,26.612686159872126,2.004991845684438,1.8285288846046388,32.02311236185272,2042.297,1.2292068840620602
7,3130.328,7677.203000000001,26.181469651247287,1.879692665729694,1.8212011895697924,31.634533158077694,2022.297,1.1417323748364294
8,3111.422,7695.641,25.91755929599645,1.9518061481332958,1.815170010643328,31.28819492159572,2004.156,1.1616837336747436
9,3044.813,7761.0779999999995,24.489490921475447,1.9756788362595725,1.8042980520967649,31.11122470608501,1995.828,1.157874407169201
10,3143.672,7662.359,26.146821020863474,2.024024399261805,1.8231002302844224,31.13166983979621,2016.156,1.166302355794354
11,3127.016,7515.967999999997,26.252986903576208,2.0094747974273686,1.8121253520255496,31.51305775907457,2018.25,1.192903247557111
12,3092.235,7678.9529999999995,25.853699304554265,1.977749922877888,1.8046916382117768,31.31102568785445,1998.3909999999998,1.1710492854215966
13,3053.5,7740.906000000001,25.419542407670075,1.929805024946471,1.790844349786295,30.893964711700164,1968.375,1.1139903385324983
14,3009.578,7799.094000000001,24.304660185191807,1.9582981960145722,1.783470722841926,30.540598970902945,1947.391,1.1003455338906662
15,3033.422,7755.405999999999,25.89140445235506,2.0668771860013533,1.7809386125310702,30.82566018736547,1966.188,1.1575593505187824
16,3021.828,7667.766,26.338798726333607,2.0869238263790857,1.771209039672698,31.451400678644536,1961.25,1.1942718116845012
17,2995.8429999999935,7674.8290000000125,26.07003491744081,2.04638519711761,1.7686303996707076,31.518847747922937,1954.953,1.1933216862296399
18,2955.219,7701.047,25.562018261524052,1.9823979071105358,1.7536304801917124,31.11237289077096,1922.125,1.124228543505425
19,2915.719,7892.5160000000005,24.239098701090988,2.077586290576484,1.7462197416415093,30.586452588663985,1880.859,1.1367229549863727
20,2908.594,7898.124999999999,24.743544206187746,2.1431598666647234,1.7376647337053737,30.242913021104116,1859.25,1.1609940708463762
21,2872.734,6829.266,24.96960156651026,2.061212828403654,1.7315166735475835,30.10270376338569,1843.5149999999999,1.0979402219508654
22,2855.422,7950.891,24.775220976126924,2.1615972477321166,1.7085949894470602,30.251184852221932,1819.172,1.1403621518728337
23,2828.562999999994,7938.609000000011,24.743273709867076,2.1029246486233184,1.711469957068211,30.212407704391104,1806.391,1.1038034184983867
24,2766.437,8039.7029999999995,23.451833761379476,2.082186246195464,1.7075021373272627,30.125011009636175,1795.0149999999999,1.0778730502704394
25,2918.297,7727.484,25.23866382689419,2.0840053307470323,1.7492382064360228,30.22428629982563,1854.109,1.107828789879809
26,2898.203,7656.703000000001,25.942576564414136,2.16852396956775,1.7327697147429957,30.976376254737342,1861.609,1.1765875941740587
27,2865.531,7613.844,26.097017175204584,2.0312252100174137,1.7222313328292376,31.415702913300986,1858.547,1.1177572519386
28,2829.735,7692.3279999999995,25.923942041376847,2.0802823714341567,1.711846298984729,31.383299841535273,1835.0629999999999,1.1368907567931446
29,2787.875,7976.468999999999,24.89634801754428,2.210006193726754,1.699267835126687,31.167937826253638,1797.9689999999998,1.1759753113086069
30,2775.062,7781.016,25.529668879010824,2.0970900959472196,1.6940366439243106,30.994690437264207,1782.484,1.1061762358102065
31,2740.234,7806.4529999999995,25.707749149739985,2.0995552986103347,1.6819027078768087,31.055317978554886,1756.61,1.0912685721746034
32,2731.984,7745.218999999999,26.05899080017432,2.1678568202763655,1.6769770618433686,31.373945543706103,1753.094,1.1326148462269565
33,2705.406,7793.186999999992,26.018613481994876,2.1708651565901844,1.6655229306478936,31.56128410753226,1739.063,1.139391806759017
34,2653.625,8063.375,24.92442022306288,2.1980611803757153,1.6571924575832084,31.318474723902874,1709.5929999999998,1.1256911018538738
35,2651.797,7932.968999999999,25.472278015626834,2.2304840483536212,1.6482241555294048,31.104012325043946,1697.703,1.1319295359137815
36,2625.25,7900.391,25.361434715128922,2.344073965508214,1.6387701497987262,30.989730398009076,1668.625,1.1730607131869086
37,2587.297,8056.8279999999995,25.44207618553034,2.1784399247014403,1.6276486907262062,30.967851972472324,1641.266,1.0683614843895493
38,2581.5,7871.016,25.831018575864743,2.34340522869536,1.62215370227252,31.285342046153826,1636.4060000000002,1.1550202937751053
39,2523.64,8286.813,23.918488508769666,2.371446030266865,1.6140066510467586,31.41096207271253,1618.703,1.169994679382586
40,2715.359,7766.2029999999995,25.50617247150571,2.2658727723670866,1.6760516154424625,30.755137125871208,1715.4370000000001,1.1607044545775922
41,2639.688,7783.530999999995,25.35253952946816,2.119545780008791,1.649300642552199,30.977446633931525,1685.89,1.0833426142245701
42,2594.235,7880.858999999999,25.10028019162854,2.273283444168843,1.63238299185809,30.800512192698992,1648.954,1.1417738403107875
43,2550.188,8039.171,24.870900772580274,2.31311069443167,1.6164159719025777,30.616192795676138,1617.61,1.1347006638776413
44,2473.532,8308.218,23.954563351010155,2.2218416526931994,1.6109028378249377,30.399839302766903,1579.656,1.0575600970215697
45,2485.562,2305.813,26.71071590616955,2.274938467448897,1.5954638693695655,30.38386825126278,1560.125,1.0813453304019631
46,6.859,4576.11,23.04165740184246,2.066718343196568,1.726707440085764,30.576239500422748,1830.89,1.1911039000602401
47,2984.032,7200.906,25.5157207896412,2.0487327804116573,1.7165673917429751,30.705906284556665,1806.734,1.1939783341425096
48,2916.1560000000027,7314.108999999997,25.40320261606661,2.052660692600293,1.6958235570934848,30.62583594950684,1764.7179999999998,1.1561940426709714
49,2843.5,7370.375,25.318880573273056,2.1216037162512875,1.6777783190792557,30.597357068657974,1728.0469999999998,1.1667912505087676
50,2791.0,7520.718000000001,25.191562555105925,2.140564385571661,1.6606586897774192,30.528493896066262,1690.922,1.1515450945182475
51,2703.125,7645.484,24.747111933662097,2.068069783234205,1.6664109274827466,31.203754246103966,1718.703,1.1382404940295274
52,2762.515,7558.5470000000005,25.88385482750118,2.232657817684863,1.6468336174407805,31.172639449335033,1690.891,1.2141480995027252
53,2716.969,6476.3589999999995,25.930672938405944,2.085846380939216,1.6257639928779952,30.96825922704022,1649.3899999999999,1.1095470840403052
54,2654.531,6527.969,25.664791638383633,2.2674468977407054,1.6121577411874597,30.821704306343126,1610.047,1.1879308883313415
55,2626.89,7727.5470000000005,25.283565840567434,2.2265005804793967,1.6057366823755344,30.765219721637393,1593.515,1.1382076051017416
56,2530.719,7989.297,24.284812232615863,2.033493157677825,1.673645314879889,30.809988428281613,1670.094,1.0752413790706974
57,7.171999999999997,1848.484,23.048627666451832,2.077775607352022,1.6404348572349936,31.039033590700278,1652.469,1.1184557265043764
58,2750.812,7390.094000000001,25.6746395923991,2.207603498335372,1.6132653317422077,31.04176453157222,1613.469,1.1681428889576846
59,2669.703,7475.2970000000005,25.705201487299277,2.2336577793522254,1.5920964324686278,30.959784195511766,1571.766,1.1573977260483168
60,2615.906,7663.547,25.584315806002166,2.1670779019144173,1.5866011820698824,30.843513277103145,1532.906,1.088719422496498
61,2568.609,7756.984999999999,25.501256299429965,2.1655721651690856,1.580076649033625,30.797157400797865,1528.734,1.0800955022937513
62,2477.796,8172.438,24.494524405493824,2.2754552262899064,1.5641732953289167,30.984434580754094,1507.516,1.1360823956386972
63,2497.156,7835.781,25.3635549759085,2.191122066670794,1.555618272193922,30.96789927513994,1488.969,1.081140744487534
64,2468.515,7908.891000000001,25.4527637681023,2.2594068235816005,1.5402045278637395,30.976616345195186,1459.187,1.1061964970474463
65,2434.703,7914.078000000005,25.391621024053098,2.2737204726671347,1.5321613015959863,30.89768961926806,1427.6399999999999,1.0915723575982381
66,2412.141,7984.734,25.343311446661343,2.2929150450947677,1.5316232403693415,30.81568822237933,1433.703,1.1087847000978353
67,2325.281,8471.641,24.46304825674001,2.206134315480568,1.5222595950771978,30.726188079151118,1401.4379999999999,1.0426055839210822
68,2365.891,7962.265000000001,25.113825678212983,2.3469377430264187,1.5065267126851285,30.768187126510046,1380.953,1.1051786985104368
69,2324.938,8160.187,25.018413750659764,2.3495236736689336,1.5014219556532926,30.775415173787835,1365.719,1.1075179959879584
70,2312.719,7952.844,25.083400556730766,2.393005666657377,1.4963534117486457,30.761821976538275,1343.297,1.1157231445174156
71,2288.484,8098.593999999994,25.063963924614146,2.252397025044373,1.5334262000312422,30.913721930762733,1418.1409999999998,1.088836552819687
72,2175.141,8503.390000000001,24.01288807372171,2.206648038477918,1.523845267514426,31.228215653165606,1409.656,1.0683437605693002
73,2371.391,8011.875,25.547225374528853,2.354558069087366,1.501192099426124,31.261679783387308,1364.781,1.1486984559594235
74,2322.265,8052.577999999992,25.573544371551275,2.2873854398020343,1.492417671450291,31.18408593575448,1346.3590000000002,1.091517533636022
75,2296.437,8109.266,25.480165728563925,2.277105095985183,1.483323851940123,31.001432353085377,1325.4679999999998,1.0725913435310537
76,2258.765,8081.75,25.42239082688843,2.2796351856292096,1.4807376792294196,30.981374033120872,1317.625,1.0727461290089808
77,2153.625,8561.609,24.406211878601937,2.228287950041135,1.4735077809902477,31.088687926688607,1299.203,1.038440549134425
78,2220.297,8176.343999999999,25.261305257060375,2.3478817960891507,1.46801928526661,31.336420133762665,1299.922,1.120223823139319
79,2189.391,8223.234,25.442110123070492,2.376122889531401,1.458092355711902,31.225999871035654,1278.594,1.1145611435076592
80,2181.593,8211.907,25.475101660981416,2.3706454385825064,1.44786609888914,31.037323488688802,1245.891,1.0949806913410496
81,2152.812,8248.625,25.307439939152406,2.31371673891362,1.4527808777541982,30.811349225731828,1249.812,1.0586785676974924
82,2052.782,8757.218,24.228766655243138,2.2641793679363,1.4425356364492432,30.932223179746046,1228.6409999999998,1.0290618733786034
83,2114.328,8314.109,24.963204935100002,2.2530698013501596,1.4392712877203313,31.215527070380897,1231.453,1.0342849101757186
84,2095.766,8323.328,25.16228062347318,2.301772800507231,1.4286475681888218,31.400797084337558,1221.7189999999998,1.0709989643573559
85,2083.938,8269.015,25.473037712821245,2.2486131743922555,1.4249026750004896,31.259213269721236,1199.75,1.0208468233704964
86,2073.922,8222.844,25.473217443634713,2.306924256451585,1.4698115324524124,31.134701292957466,1289.047,1.0998656419294839
87,1896.64,8392.797,24.10483300906097,2.3289728565894543,1.4525819651050202,31.246879695988095,1255.344,1.116049036132437
88,2184.922,8186.984,25.452975839922793,2.2664486151571546,1.442834198908794,31.027558674438325,1221.625,1.06101186329649
89,2132.0939999999973,8105.062000000007,25.33823564985368,2.40916952855129,1.428376058807949,30.931917385258963,1201.906,1.1162105789382721
90,2083.297,8283.125,25.051202036186005,2.242155726808773,1.4154547844370715,30.667082236656018,1165.391,1.002106580772274
91,2063.062,8324.641,24.857491491420344,2.2490347734110854,1.454576670077708,31.226789107710772,1244.156,1.0614323901648863
92,1862.891,8945.687,24.14870072035666,2.324927715800939,1.4283179548274056,31.387733116648285,1207.703000000003,1.09989298485836
93,2104.922,8248.984,25.453269592318446,2.3327476042745334,1.4197026883204058,31.505666838292886,1200.125,1.1072474348791652
94,2073.813,8252.453,25.57251082982669,2.3492420494302904,1.4155606630306516,31.5462258449116,1190.64,1.1180079280269646
95,2043.875,8285.922,25.65567263165318,2.397877732810655,1.405680035419228,31.389977882297476,1154.7030000000002,1.1174122501441295
96,2029.485,8196.092999999999,25.542185816511246,2.3685660086813694,1.4084461071166137,31.385433749863733,1170.047,1.1154169692903506
97,1914.937,8640.234,24.65390943265731,2.3644287140901294,1.3968547782872414,31.423707199142058,1147.4850000000001,1.1032760112265045
98,2005.484,8313.5,25.392539559644987,2.264248044235838,1.3935670371440676,31.435368910968148,1137.797,1.0407200694648397
99,1977.25,8265.359,25.446963800887378,2.26065459012736,1.3893644292809475,31.542375291159843,1120.922,1.0454448633305375
100,1953.235,8194.89,25.550044778754145,2.3140596815277155,1.378565141566671,31.52669677306915,1103.125,1.0651222405887282
101,1939.922,8393.765,25.560938902561947,2.2536991691223687,1.384901110085747,31.435921914290375,1109.125,1.033544728481668
102,1833.156,8668.094000000001,24.66855691720926,2.392110637641606,1.3703251814242443,31.475238112886494,1095.9070000000002,1.1038262036539905
103,1924.781,8392.454000000002,25.378329503723524,2.2894085495263687,1.3733464385229082,31.5817445550721,1099.203,1.0524491415816464
104,1910.734,8296.125,25.490176768563206,2.267027407699367,1.3679487285504814,31.647958536134297,1087.953,1.0421426126581945
105,1896.859,8276.844,25.519272260346444,2.3595999747965215,1.3567141087089647,31.662032275252905,1064.781,1.0813101198894262
106,1881.141,8197.266000000009,25.65782286764763,2.1895323550404804,1.4604310209194575,30.434500875864142,1259.75,1.032636921123697
107,1776.547,8877.171999999999,23.343285627002313,2.2266454097783033,1.4500998937104097,31.017997058077018,1250.813,1.0759430089873647
108,2165.562,8252.703,24.967082308519945,2.216047710209121,1.4381406901824496,31.39483761465523,1240.968,1.0815935888179016
109,2142.031,7952.954000000001,25.573348127075526,2.2116166793590226,1.4283681980964316,31.245118856406407,1215.969,1.0773855542567718
110,2109.062,8001.046999999997,25.545704002011487,2.2161113829608556,1.4147874517552432,31.05306925187263,1180.719,1.0488609086094351
111,2075.016,8030.156000000001,25.35196919383656,2.2431300548023083,1.413889163393182,30.88589263299331,1168.234,1.0644188756084958
112,1943.375,8523.39,24.306296956106422,2.2192058332578006,1.3989331662177225,31.053992379018933,1146.5149999999999,1.0311029621985417
113,2017.594,8165.531,25.04791563153191,2.318193359507014,1.3953322584033976,31.492840068071885,1162.734,1.1137433593870585
114,1997.25,8026.0779999999995,25.39894282334293,2.2977173106584123,1.390046129540245,31.93832684630049,1164.469,1.121656934416757
115,1994.719,7979.781,25.887841606934128,2.239034396409171,1.3860271454209647,31.74562722135923,1127.2030000000002,1.0633256298108782
116,1988.281,8074.687999999999,26.10841222140624,2.360768156856433,1.388215260193751,31.31018499405759,1129.3590000000002,1.1173317338054658
117,1861.781,8947.671999999999,24.72407785161255,2.2477698745274264,1.3761826562394497,31.127360345471814,1105.8899999999999,1.0462744610194803
118,1948.375,8553.141,25.23968918098469,2.353187674957815,1.3647168898640163,30.985550813719595,1081.469,1.0945672928987313
119,1908.188,8555.593,24.983659236998836,2.347269880658854,1.3589854739373584,30.899653280757406,1069.4689999999998,1.082894441455644
120,1891.922,8448.405999999999,24.85258610041868,2.3249445391622148,1.34623087640088,30.706123644966482,1041.391,1.0528729038148925
121,1872.797,8203.328,24.773634709858584,2.21469582911453,1.4268427818454643,30.47122187456595,1195.89,1.0357500673868307
122,1712.032,9103.343,23.375868750307735,2.2316829943515506,1.4064481483279665,30.939221783021114,1171.078,1.062102517686591
123,2060.219,8195.703000000001,24.891081474259465,2.3131069014346233,1.3934907492075153,31.111640631561894,1146.578,1.1196101894381207
124,2032.235,8141.343,25.20368568012635,2.223444822407905,1.3882493512249316,31.037910219908994,1135.531,1.0550568747307338
125,2002.172,8014.5779999999995,25.23904482462839,2.284731962595449,1.3701878338420928,30.967950840538833,1111.906,1.0726988582841746
126,1965.328,8084.938,25.133053833512577,2.2351070125338306,1.379695166560862,30.93996203578424,1112.9840000000002,1.041759831005363
127,1842.235,8791.046999999999,24.147820442416382,2.3585674424991914,1.3686586323935683,31.295019295352862,1102.422,1.1311775239593018
128,1928.031,8169.812999999999,25.12735529609495,2.321940735454928,1.3627371779096438,31.81846533166901,1104.5320000000002,1.1278439452936864
129,1933.907,8149.1089999999995,25.6594793246311,2.2011606291288244,1.3634051133928071,32.00067162597675,1104.641,1.065567621100294
130,1928.922,8161.891,26.045548508382414,2.288222695202288,1.3518646035305233,31.73992229230571,1066.969,1.0884997396133442
131,1907.25,8023.014999999999,26.00215346022804,2.391289399549283,1.3547969729652622,31.52613649688221,1069.7820000000002,1.1536823775489244
132,1786.515,8653.657000000001,24.827762393081734,2.3215854502277105,1.341051440640485,31.27624493654335,1056.8909999999998,1.0942894816509439
