cycle,constant_current_time,constant_voltage_time,avg_temp_charge,DVD,Capacity,avg_temp_discharge,TIEVD,TVE
1,3241.797,7274.2029999999995,26.63562262811608,1.7495412185587198,1.8564874208181577,32.572328114029,2041.8600000000001,1.0019945253377185
2,3238.719,7245.828,26.778175507896698,1.7743748454909936,1.846327249719927,32.72523522519307,2099.016,1.0406067616971508
3,3229.203,7168.687,26.70320405781683,1.7119190829864173,1.8353491942234077,32.64286193755933,2099.297,1.0109767353305326
4,3228.218,7266.985,26.617004288392003,1.7642023518291499,1.8352625275821128,32.51487646204882,2118.812,1.0464695736777658
5,3229.438,7563.234,26.51849450408942,1.8053456899777016,1.834645508212042,32.38234901543077,2117.797,1.0707952009848754
6,3231.672,7558.313,26.620706323978894,1.828476825060421,1.8356616600675495,32.43418218230641,2118.078,1.0837631518428954
7,3243.062,6884.5,26.737918888901717,1.8534061619201543,1.8351461429226603,32.480416444757985,2135.937,1.106413595267889
8,3215.328,6932.6249999999945,26.74145703066146,1.672214673698262,1.8257567905665535,32.41046186109587,2138.781,1.014834662096723
9,3221.688,6940.405999999999,26.7021703105932,1.721159654753444,1.8247738529891333,32.3461408313,2136.953,1.0489967761249444
10,3219.437,6899.938,26.608132946993933,1.7680701022479721,1.824613268496936,32.27679750791685,2137.407,1.0776029919409118
11,3222.688,6790.5470000000005,26.63314786563377,1.832236445849035,1.8246195526864504,32.15709350345252,2137.781,1.1192581432827495
12,2927.032,6659.843,27.033644494333256,1.665283451048217,1.8142019357673915,32.36407129853099,2137.86,1.027581675891894
13,3196.0,6756.359,26.870618187745677,1.7226843807315992,1.8137521577549056,32.3181954403762,2137.969,1.075159959750676
14,3193.3429999999935,7564.688000000011,26.738987031481408,1.7650931501450073,1.8134404914735824,32.15709029211503,2118.735,1.087287945613704
15,3195.625,6726.125,26.692190227813647,1.6204617516344708,1.8025980036306504,32.04407000314609,2118.671,0.991449095368989
16,3171.703,6828.5470000000005,26.563313470921162,1.659681430721307,1.80210690024615,31.931593674911532,2117.719,1.0178238646581057
17,3162.968,6773.063000000001,26.52595276450022,1.7022878198283102,1.802579500826209,31.941655359029298,2100.297,1.0581391988722713
18,3164.313,6825.218999999999,26.591676949772925,1.7551292735022503,1.8030683142834096,31.965008645476725,2100.094,1.104279820744005
19,3161.391,6997.391,26.645032205307864,1.7874683255569819,1.802777624719604,31.966241678512723,2099.5,1.1239951244547721
20,3132.281,7157.031,25.663244609650953,1.665062510169724,1.8470259949329193,32.37143341978575,2175.719,1.02756382952705
21,3299.735,6983.3429999999935,26.015018000119397,1.757979044076773,1.847417311283644,32.70024990461686,2194.906,1.114630376222536
22,3304.75,6976.639999999999,26.09181445728815,1.667031543013736,1.8361774213478947,32.32266411829938,2176.891,1.0352241642197042
23,3262.141,6819.656000000001,25.709030057450274,1.5979574932135328,1.825780747577624,31.98795810666763,2156.875,0.9757167004743924
24,3235.703,7561.625,25.473631563964574,1.6774955499981972,1.8251136435078368,31.894456524691385,2137.656,1.010019544287621
25,3238.422,6860.796,25.427401199812184,1.7284411300910216,1.825581504220376,31.78039681801023,2138.1719999999973,1.0817687210018032
26,3229.0,6849.718999999999,25.37095530984966,1.596610643581578,1.814031127508391,31.688747146342205,2118.219,0.9705772058165942
27,3193.797,7423.5779999999995,25.273682170348483,1.7005326083481886,1.814769194115894,31.596747992569153,2119.687,1.0439917213401089
28,3194.641,7369.516,25.188122631656277,1.7706542958621285,1.813969388710352,31.565586498787077,2099.312,1.0843656720220536
29,3195.984,6948.0,25.208644345593083,1.6316715833150437,1.802765665167823,31.59124667045208,2099.375,0.9751552206063084
30,3161.766,7628.686999999994,25.22309620072603,1.7218290757466592,1.804077040117352,31.603485399391182,2082.407,1.0429937773974496
31,3173.625,7269.266,25.60871637467594,1.8345660932158863,1.8518025516704488,31.91556385491565,2117.047,0.9806027724963169
32,0.0,1674.484,23.904181418379917,1.8341503365401781,1.8307038456739428,32.081128118597164,2126.438,1.0060965951623801
33,3219.484,6894.1720000000005,25.487835720020833,1.821958355601816,1.8199041089501269,31.849792632896243,2098.422,0.9846755004750709
34,3186.093,6951.797,25.536147530542536,1.8245210175894124,1.8093079637028515,31.465690433362017,2069.938,0.9595499615673313
35,3149.047,7502.609999999999,25.116393283510153,1.891935482448774,1.80460990458052,31.40934895665031,2052.031,0.9969263275072541
36,3112.188,6920.2970000000005,24.93654575305907,1.8542577932450683,1.7993770651972192,31.902247475518077,2061.625,0.979348569665774
37,3102.5,7471.7970000000005,25.09997200587896,1.8340462823715695,1.7884432335370462,31.649024294808623,2032.641,0.9505943428800835
38,3087.985,7373.75,25.238210571113736,1.8761854204993456,1.7829230484252725,31.48874626238971,2014.125,0.9578483186345356
39,3054.062,6939.000000000004,25.076721129383717,1.8528881490871996,1.7730337158018288,31.329995610092634,1995.5620000000001,0.9292903786338929
40,3031.734,7570.5470000000005,24.785407292651822,1.944940335291995,1.773037755078937,31.569551201845574,1986.125,0.9698061822459857
41,3001.938,7666.030999999999,24.684734315899224,1.8926536822609692,1.7678721106662054,32.111426258867944,1995.328,0.9621622258729242
42,3003.828,7500.953000000001,25.22288378016189,1.8955028037382489,1.762315070409309,32.271676011112376,1986.11,0.9706263422937444
43,2995.328,7251.453000000001,25.651300573733486,1.6749397113253246,1.7676172924938447,31.842291659678658,1965.703,0.9551014762477689
44,2979.047,7187.171999999995,25.56869332326285,1.9467053630388103,1.762668359743147,31.759815453754253,1967.672,0.9811336025182442
45,3001.297,7803.625,25.077792180591818,1.9352821145423595,1.7517304870664143,31.41911167391793,1929.5310000000002,0.9457961067675676
46,2970.328,7788.657000000001,24.88199584693937,1.9032865382863804,1.7418496047960008,31.331626572312267,1910.75,0.9219002951682049
